From	Entry	Entry Name	Gene Names
Q8IYK2	Q8IYK2	TEKL1_HUMAN	TEKTL1 CCDC105
Q6ZU80	Q6ZU80	CE128_HUMAN	CEP128 C14orf145 C14orf61
P54274	P54274	TERF1_HUMAN	TERF1 PIN2 TRBF1 TRF TRF1
Q9NZ63	Q9NZ63	TLS1_HUMAN	C9orf78 HCA59
Q8TF71	Q8TF71	MOT10_HUMAN	SLC16A10 MCT10 TAT1
Q6PIY7	Q6PIY7	GLD2_HUMAN	TENT2 GLD2 PAPD4
Q13568	Q13568	IRF5_HUMAN	IRF5
Q6P4H8	Q6P4H8	ACKMT_HUMAN	ATPSCKMT FAM173B
P05062	P05062	ALDOB_HUMAN	ALDOB ALDB
P33241	P33241	LSP1_HUMAN	LSP1 WP34
Q92823	Q92823	NRCAM_HUMAN	NRCAM KIAA0343
O43189	O43189	PHF1_HUMAN	PHF1 PCL1
O75151	O75151	PHF2_HUMAN	PHF2 CENP-35 KIAA0662
P16219	P16219	ACADS_HUMAN	ACADS
Q9NZJ9	Q9NZJ9	NUDT4_HUMAN	NUDT4 DIPP2 KIAA0487 HDCMB47P
Q96H55	Q96H55	MYO19_HUMAN	MYO19 MYOHD1
Q13268	Q13268	DHRS2_HUMAN	DHRS2 SDR25C1
Q96HE7	Q96HE7	ERO1A_HUMAN	ERO1A ERO1L UNQ434/PRO865
O43347	O43347	MSI1H_HUMAN	MSI1
Q149N8	Q149N8	SHPRH_HUMAN	SHPRH KIAA2023
A0MZ66	A0MZ66	SHOT1_HUMAN	SHTN1 KIAA1598
Q5T4F4	Q5T4F4	ZFY27_HUMAN	ZFYVE27 SPG33
P10074	P10074	TZAP_HUMAN	ZBTB48 HKR3 TZAP ZNF855
Q9NR00	Q9NR00	TCIM_HUMAN	TCIM C8orf4 TC1
Q7Z4S6	Q7Z4S6	KI21A_HUMAN	KIF21A KIAA1708 KIF2
Q8N954	Q8N954	GPT11_HUMAN	GPATCH11 CCDC75 CENP-Y
Q96JJ3	Q96JJ3	ELMO2_HUMAN	ELMO2 CED12A KIAA1834
O00459	O00459	P85B_HUMAN	PIK3R2
Q96G46	Q96G46	DUS3L_HUMAN	DUS3L
Q9BQ67	Q9BQ67	GRWD1_HUMAN	GRWD1 GRWD KIAA1942 WDR28
Q8WWI1	Q8WWI1	LMO7_HUMAN	LMO7 FBX20 FBXO20 KIAA0858
Q13009	Q13009	TIAM1_HUMAN	TIAM1
Q15424	Q15424	SAFB1_HUMAN	SAFB HAP HET SAFB1
Q9UHG0	Q9UHG0	DCDC2_HUMAN	DCDC2 KIAA1154 RU2
A0FGR9	A0FGR9	ESYT3_HUMAN	ESYT3 FAM62C
Q14683	Q14683	SMC1A_HUMAN	SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1
Q4AC94	Q4AC94	C2CD3_HUMAN	C2CD3
Q9BT78	Q9BT78	CSN4_HUMAN	COPS4 CSN4
Q15438	Q15438	CYH1_HUMAN	CYTH1 D17S811E PSCD1
Q6NUI2	Q6NUI2	GPAT2_HUMAN	GPAT2
Q13118	Q13118	KLF10_HUMAN	KLF10 TIEG TIEG1
Q9HC52	Q9HC52	CBX8_HUMAN	CBX8 PC3 RC1
O15350	O15350	P73_HUMAN	TP73 P73
P63167	P63167	DYL1_HUMAN	DYNLL1 DLC1 DNCL1 DNCLC1 HDLC1
Q8NHW5	Q8NHW5	RLA0L_HUMAN	RPLP0P6
Q9H1Z4	Q9H1Z4	WDR13_HUMAN	WDR13
Q71U36	Q71U36	TBA1A_HUMAN	TUBA1A TUBA3
O94964	O94964	MTCL2_HUMAN	MTCL2 C20orf117 KIAA0889 SOGA SOGA1
Q9P283	Q9P283	SEM5B_HUMAN	SEMA5B KIAA1445 SEMAG UNQ5867/PRO34001
Q9P2T0	Q9P2T0	SPMA2_HUMAN	SPMAP2 THEG
Q6PEV8	Q6PEV8	F199X_HUMAN	FAM199X CXorf39
Q4G112	Q4G112	HSF5_HUMAN	HSF5 HSTF5
Q9UHD8	Q9UHD8	SEPT9_HUMAN	SEPTIN9 KIAA0991 MSF SEPT9
Q16625	Q16625	OCLN_HUMAN	OCLN
Q9H492	Q9H492	MLP3A_HUMAN	MAP1LC3A
P12757	P12757	SKIL_HUMAN	SKIL SNO
Q9BV20	Q9BV20	MTNA_HUMAN	MRI1 MRDI UNQ6390/PRO21135
P22001	P22001	KCNA3_HUMAN	KCNA3 HGK5
P29317	P29317	EPHA2_HUMAN	EPHA2 ECK
Q9NYQ7	Q9NYQ7	CELR3_HUMAN	CELSR3 CDHF11 EGFL1 FMI1 KIAA0812 MEGF2
O14917	O14917	PCD17_HUMAN	PCDH17 PCDH68 PCH68
O60244	O60244	MED14_HUMAN	MED14 ARC150 CRSP2 CXorf4 DRIP150 EXLM1 RGR1 TRAP170
O60547	O60547	GMDS_HUMAN	GMDS
Q6WBX8	Q6WBX8	RAD9B_HUMAN	RAD9B
P61129	P61129	ZC3H6_HUMAN	ZC3H6 KIAA2035 ZC3HDC6
Q8NBF2	Q8NBF2	NHLC2_HUMAN	NHLRC2
Q9H706	Q9H706	GARE1_HUMAN	GAREM1 C18orf11 FAM59A GAREM
Q13596	Q13596	SNX1_HUMAN	SNX1
Q9P0N9	Q9P0N9	TBCD7_HUMAN	TBC1D7 TBC7 HSPC239
Q96QZ7	Q96QZ7	MAGI1_HUMAN	MAGI1 AIP3 BAIAP1 BAP1 TNRC19
Q9GZN2	Q9GZN2	TGIF2_HUMAN	TGIF2
Q9Y5P4	Q9Y5P4	CERT_HUMAN	CERT1 CERT COL4A3BP STARD11
Q6ZMI0	Q6ZMI0	PPR21_HUMAN	PPP1R21 CCDC128 FERRY2 KLRAQ1
Q14240	Q14240	IF4A2_HUMAN	EIF4A2 DDX2B EIF4F
Q14032	Q14032	BAAT_HUMAN	BAAT
Q96JH8	Q96JH8	RADIL_HUMAN	RADIL KIAA1849
Q96CB9	Q96CB9	NSUN4_HUMAN	NSUN4
Q99435	Q99435	NELL2_HUMAN	NELL2 NRP2
Q8TDX7	Q8TDX7	NEK7_HUMAN	NEK7
Q5T3U5	Q5T3U5	MRP7_HUMAN	ABCC10 MRP7 SIMRP7
Q5VZL5	Q5VZL5	ZMYM4_HUMAN	ZMYM4 KIAA0425 ZNF262
Q14249	Q14249	NUCG_HUMAN	ENDOG
Q8IZL2	Q8IZL2	MAML2_HUMAN	MAML2 KIAA1819
Q9UM11	Q9UM11	FZR1_HUMAN	FZR1 CDH1 FYR FZR KIAA1242
Q6UWI2	Q6UWI2	PARM1_HUMAN	PARM1 UNQ1879/PRO4322
Q9Y2K6	Q9Y2K6	UBP20_HUMAN	USP20 KIAA1003 LSFR3A VDU2
Q8N806	Q8N806	UBR7_HUMAN	UBR7 C14orf130
A8MVW0	A8MVW0	F1712_HUMAN	FAM171A2
Q7RTT9	Q7RTT9	S29A4_HUMAN	SLC29A4 ENT4 PMAT PSEC0113
Q7Z7B1	Q7Z7B1	PIGW_HUMAN	PIGW
Q96G27	Q96G27	WBP1_HUMAN	WBP1
Q04656	Q04656	ATP7A_HUMAN	ATP7A MC1 MNK
Q9UJ04	Q9UJ04	TSYL4_HUMAN	TSPYL4 KIAA0721
P01583	P01583	IL1A_HUMAN	IL1A IL1F1
Q01151	Q01151	CD83_HUMAN	CD83
Q9Y2A7	Q9Y2A7	NCKP1_HUMAN	NCKAP1 HEM2 KIAA0587 NAP1
Q9NXC2	Q9NXC2	GFOD1_HUMAN	GFOD1 C6orf114
Q9UIK4	Q9UIK4	DAPK2_HUMAN	DAPK2
P20020	P20020	AT2B1_HUMAN	ATP2B1 PMCA1
Q96BT3	Q96BT3	CENPT_HUMAN	CENPT C16orf56 ICEN22
Q9NPJ6	Q9NPJ6	MED4_HUMAN	MED4 ARC36 DRIP36 VDRIP HSPC126
Q96KN1	Q96KN1	LRAT2_HUMAN	LRATD2 BCMP101 FAM84B NSE2
Q96RT6	Q96RT6	CTGE2_HUMAN	CTAGE1 CTAGE2
P28288	P28288	ABCD3_HUMAN	ABCD3 PMP70 PXMP1
P33981	P33981	TTK_HUMAN	TTK MPS1 MPS1L1
Q9NZT2	Q9NZT2	OGFR_HUMAN	OGFR
Q13393	Q13393	PLD1_HUMAN	PLD1
Q9GZQ8	Q9GZQ8	MLP3B_HUMAN	MAP1LC3B MAP1ALC3
O00170	O00170	AIP_HUMAN	AIP XAP2
P59998	P59998	ARPC4_HUMAN	ARPC4 ARC20
Q5HYJ3	Q5HYJ3	FA76B_HUMAN	FAM76B
O14910	O14910	LIN7A_HUMAN	LIN7A MALS1 VELI1
O95866	O95866	G6B_HUMAN	MPIG6B C6orf25 G6B G6B-B
P98082	P98082	DAB2_HUMAN	DAB2 DOC2
P32314	P32314	FOXN2_HUMAN	FOXN2 HTLF
Q9Y5B0	Q9Y5B0	CTDP1_HUMAN	CTDP1 FCP1
O14641	O14641	DVL2_HUMAN	DVL2
Q02297	Q02297	NRG1_HUMAN	NRG1 GGF HGL HRGA NDF SMDF
Q9H6H4	Q9H6H4	REEP4_HUMAN	REEP4 C8orf20 PP432
P11387	P11387	TOP1_HUMAN	TOP1
Q9H6K5	Q9H6K5	PRR36_HUMAN	PRR36
O60671	O60671	RAD1_HUMAN	RAD1 REC1
Q9UNL2	Q9UNL2	SSRG_HUMAN	SSR3 TRAPG
O43395	O43395	PRPF3_HUMAN	PRPF3 HPRP3 PRP3
A1L390	A1L390	PKHG3_HUMAN	PLEKHG3 KIAA0599
P49789	P49789	FHIT_HUMAN	FHIT
Q13636	Q13636	RAB31_HUMAN	RAB31 RAB22B
Q9NXD2	Q9NXD2	MTMRA_HUMAN	MTMR10
Q9BSW7	Q9BSW7	SYT17_HUMAN	SYT17
O14639	O14639	ABLM1_HUMAN	ABLIM1 ABLIM KIAA0059 LIMAB1
P16989	P16989	YBOX3_HUMAN	YBX3 CSDA DBPA
Q2T9J0	Q2T9J0	TYSD1_HUMAN	TYSND1
P05141	P05141	ADT2_HUMAN	SLC25A5 AAC2 ANT2
Q9Y282	Q9Y282	ERGI3_HUMAN	ERGIC3 C20orf47 ERV46 SDBCAG84 CGI-54 PRO0989
Q9HCE1	Q9HCE1	MOV10_HUMAN	MOV10 KIAA1631
Q9Y3Y4	Q9Y3Y4	PYGO1_HUMAN	PYGO1
Q8TEM1	Q8TEM1	PO210_HUMAN	NUP210 KIAA0906 PSEC0245
P00738	P00738	HPT_HUMAN	HP
Q8N118	Q8N118	CP4X1_HUMAN	CYP4X1 UNQ1929/PRO4404
Q07065	Q07065	CKAP4_HUMAN	CKAP4
Q15007	Q15007	FL2D_HUMAN	WTAP KIAA0105
Q93077	Q93077	H2A1C_HUMAN	H2AC6 H2AFL HIST1H2AC
Q86UD0	Q86UD0	SAPC2_HUMAN	SAPCD2 C9orf140
Q99758	Q99758	ABCA3_HUMAN	ABCA3 ABC3
Q6PL24	Q6PL24	TMED8_HUMAN	TMED8 FAM15B L10
Q8IYJ3	Q8IYJ3	SYTL1_HUMAN	SYTL1 SLP1 SB146
Q8WXD5	Q8WXD5	GEMI6_HUMAN	GEMIN6
P21397	P21397	AOFA_HUMAN	MAOA
P11279	P11279	LAMP1_HUMAN	LAMP1
P12524	P12524	MYCL_HUMAN	MYCL BHLHE38 LMYC MYCL1
Q96JE7	Q96JE7	SC16B_HUMAN	SEC16B KIAA1928 LZTR2 RGPR SEC16S
O95873	O95873	CF047_HUMAN	C6orf47 G4
Q8WUJ3	Q8WUJ3	CEMIP_HUMAN	CEMIP HYBID KIAA1199
Q9GZT4	Q9GZT4	SRR_HUMAN	SRR
Q05952	Q05952	STP2_HUMAN	TNP2
O43602	O43602	DCX_HUMAN	DCX DBCN LISX
Q12772	Q12772	SRBP2_HUMAN	SREBF2 BHLHD2 SREBP2
O60437	O60437	PEPL_HUMAN	PPL KIAA0568
Q9H061	Q9H061	T126A_HUMAN	TMEM126A
Q8N1F7	Q8N1F7	NUP93_HUMAN	NUP93 KIAA0095
Q9C0D5	Q9C0D5	TANC1_HUMAN	TANC1 KIAA1728
Q6DD88	Q6DD88	ATLA3_HUMAN	ATL3
Q7L2E3	Q7L2E3	DHX30_HUMAN	DHX30 DDX30 KIAA0890
Q5VV41	Q5VV41	ARHGG_HUMAN	ARHGEF16 EPHEXIN4 NBR
P15954	P15954	COX7C_HUMAN	COX7C
O60282	O60282	KIF5C_HUMAN	KIF5C KIAA0531 NKHC2
Q9BZF3	Q9BZF3	OSBL6_HUMAN	OSBPL6 ORP6
Q9ULP9	Q9ULP9	TBC24_HUMAN	TBC1D24 KIAA1171
Q9UBY9	Q9UBY9	HSPB7_HUMAN	HSPB7 CVHSP
Q96C86	Q96C86	DCPS_HUMAN	DCPS DCS1 HINT5 HSPC015
Q9UBI4	Q9UBI4	STML1_HUMAN	STOML1 SLP1 UNC24 MSTP019
Q92917	Q92917	GPKOW_HUMAN	GPKOW GPATC5 GPATCH5 T54
Q9BR01	Q9BR01	ST4A1_HUMAN	SULT4A1 SULTX3
Q9NSD5	Q9NSD5	S6A13_HUMAN	SLC6A13 GAT2
Q96ND8	Q96ND8	ZN583_HUMAN	ZNF583
Q96A26	Q96A26	F162A_HUMAN	FAM162A C3orf28 E2IG5 DC16 FWP001
Q8TB24	Q8TB24	RIN3_HUMAN	RIN3
Q969U7	Q969U7	PSMG2_HUMAN	PSMG2 HCCA3 PAC2 TNFSF5IP1
Q92585	Q92585	MAML1_HUMAN	MAML1 KIAA0200
Q7L8J4	Q7L8J4	3BP5L_HUMAN	SH3BP5L KIAA1720 UNQ2766/PRO7133
P10301	P10301	RRAS_HUMAN	RRAS
Q68BL7	Q68BL7	OLM2A_HUMAN	OLFML2A UNQ9394/PRO34319
Q86T65	Q86T65	DAAM2_HUMAN	DAAM2 KIAA0381
Q7Z614	Q7Z614	SNX20_HUMAN	SNX20 SLIC1
Q9Y6R0	Q9Y6R0	NUMBL_HUMAN	NUMBL
Q9UPW6	Q9UPW6	SATB2_HUMAN	SATB2 KIAA1034
Q8IY81	Q8IY81	SPB1_HUMAN	FTSJ3 SB92
Q8N8S7	Q8N8S7	ENAH_HUMAN	ENAH MENA
Q9ULM3	Q9ULM3	YETS2_HUMAN	YEATS2 KIAA1197
Q13614	Q13614	MTMR2_HUMAN	MTMR2 KIAA1073
P06315	P06315	KV502_HUMAN	IGKV5-2
O15211	O15211	RGL2_HUMAN	RGL2 RAB2L
Q9NUQ8	Q9NUQ8	ABCF3_HUMAN	ABCF3
Q04724	Q04724	TLE1_HUMAN	TLE1
Q7L5A8	Q7L5A8	FA2H_HUMAN	FA2H FAAH FAXDC1
Q5W0Z9	Q5W0Z9	ZDH20_HUMAN	ZDHHC20
O15381	O15381	NVL_HUMAN	NVL NVL2
Q92738	Q92738	US6NL_HUMAN	USP6NL KIAA0019
Q96S19	Q96S19	MTL26_HUMAN	METTL26 JFP2 C16orf13
Q99933	Q99933	BAG1_HUMAN	BAG1 HAP
Q9Y4C1	Q9Y4C1	KDM3A_HUMAN	KDM3A JHDM2A JMJD1 JMJD1A KIAA0742 TSGA
O00241	O00241	SIRB1_HUMAN	SIRPB1
Q8NE01	Q8NE01	CNNM3_HUMAN	CNNM3 ACDP3
Q9Y2F5	Q9Y2F5	ICE1_HUMAN	ICE1 KIAA0947
Q8N9N7	Q8N9N7	LRC57_HUMAN	LRRC57
Q14108	Q14108	SCRB2_HUMAN	SCARB2 CD36L2 LIMP2 LIMPII
O43505	O43505	B4GA1_HUMAN	B4GAT1 B3GNT1 B3GNT6
Q96B96	Q96B96	LDAF1_HUMAN	LDAF1 TMEM159
Q9BYN0	Q9BYN0	SRXN1_HUMAN	SRXN1 C20orf139 SRX SRX1
Q9GZV5	Q9GZV5	WWTR1_HUMAN	WWTR1 TAZ
O94919	O94919	ENDD1_HUMAN	ENDOD1 KIAA0830
Q7Z2W7	Q7Z2W7	TRPM8_HUMAN	TRPM8 LTRPC6 TRPP8
O60674	O60674	JAK2_HUMAN	JAK2
Q6H8Q1	Q6H8Q1	ABLM2_HUMAN	ABLIM2 KIAA1808
Q16181	Q16181	SEPT7_HUMAN	SEPTIN7 CDC10 SEPT7
P27105	P27105	STOM_HUMAN	STOM BND7 EPB72
Q5GH76	Q5GH76	XKR4_HUMAN	XKR4 KIAA1889 XRG4
P0CG40	P0CG40	SP9_HUMAN	SP9
O95625	O95625	ZBT11_HUMAN	ZBTB11
Q8N9A8	Q8N9A8	NEPR1_HUMAN	CNEP1R1 C16orf69 TMEM188
Q9P260	Q9P260	RELCH_HUMAN	RELCH KIAA1468
Q9P2N7	Q9P2N7	KLH13_HUMAN	KLHL13 BKLHD2 KIAA1309
Q96AA8	Q96AA8	JKIP2_HUMAN	JAKMIP2 JAMIP2 KIAA0555 NECC1
A6NHR9	A6NHR9	SMHD1_HUMAN	SMCHD1 KIAA0650
Q96NY7	Q96NY7	CLIC6_HUMAN	CLIC6 CLIC1L
P35498	P35498	SCN1A_HUMAN	SCN1A NAC1 SCN1
Q5T6F0	Q5T6F0	DCA12_HUMAN	DCAF12 KIAA1892 TCC52 WDR40A
Q07864	Q07864	DPOE1_HUMAN	POLE POLE1
O94850	O94850	DEND_HUMAN	DDN KIAA0749
O15068	O15068	MCF2L_HUMAN	MCF2L KIAA0362 OST
Q13885	Q13885	TBB2A_HUMAN	TUBB2A TUBB2
P09884	P09884	DPOLA_HUMAN	POLA1 POLA
Q8IZ41	Q8IZ41	RASEF_HUMAN	RASEF RAB45
P22415	P22415	USF1_HUMAN	USF1 BHLHB11 USF
A8MU93	A8MU93	CQ100_HUMAN	C17orf100
Q9NPD8	Q9NPD8	UBE2T_HUMAN	UBE2T HSPC150 PIG50
P09012	P09012	SNRPA_HUMAN	SNRPA
P48751	P48751	B3A3_HUMAN	SLC4A3 AE3
Q9Y5J1	Q9Y5J1	UTP18_HUMAN	UTP18 WDR50 CDABP0061 CGI-48
P49761	P49761	CLK3_HUMAN	CLK3
Q9NYS0	Q9NYS0	KBRS1_HUMAN	NKIRAS1 KBRAS1
Q13033	Q13033	STRN3_HUMAN	STRN3 GS2NA SG2NA
Q8WYB5	Q8WYB5	KAT6B_HUMAN	KAT6B KIAA0383 MORF MOZ2 MYST4
A2RUB6	A2RUB6	CCD66_HUMAN	CCDC66
Q8IWR0	Q8IWR0	Z3H7A_HUMAN	ZC3H7A ZC3H7 ZC3HDC7 HSPC055
P41743	P41743	KPCI_HUMAN	PRKCI DXS1179E
Q9UBI6	Q9UBI6	GBG12_HUMAN	GNG12
Q9UQ84	Q9UQ84	EXO1_HUMAN	EXO1 EXOI HEX1
O43390	O43390	HNRPR_HUMAN	HNRNPR HNRPR
Q9NPE2	Q9NPE2	NGRN_HUMAN	NGRN FI58G HT020
P23434	P23434	GCSH_HUMAN	GCSH
O15400	O15400	STX7_HUMAN	STX7
P10915	P10915	HPLN1_HUMAN	HAPLN1 CRTL1
Q86U70	Q86U70	LDB1_HUMAN	LDB1 CLIM2
Q15835	Q15835	GRK1_HUMAN	GRK1 RHOK
P53367	P53367	ARFP1_HUMAN	ARFIP1
Q5VT52	Q5VT52	RPRD2_HUMAN	RPRD2 KIAA0460 HSPC099
P0C6C1	P0C6C1	AN34C_HUMAN	ANKRD34C
Q8TF74	Q8TF74	WIPF2_HUMAN	WIPF2 WICH WIRE PP10631
P31270	P31270	HXA11_HUMAN	HOXA11 HOX1I
O95347	O95347	SMC2_HUMAN	SMC2 CAPE SMC2L1 PRO0324
Q86TX2	Q86TX2	ACOT1_HUMAN	ACOT1 CTE1
Q9NVR5	Q9NVR5	KTU_HUMAN	DNAAF2 C14orf104 KTU
Q4KMQ1	Q4KMQ1	TPRN_HUMAN	TPRN C9orf75
Q6IQ26	Q6IQ26	DEN5A_HUMAN	DENND5A KIAA1091 RAB6IP1
Q9H1K1	Q9H1K1	ISCU_HUMAN	ISCU NIFUN
Q13415	Q13415	ORC1_HUMAN	ORC1 ORC1L PARC1
Q96KG9	Q96KG9	SCYL1_HUMAN	SCYL1 CVAK90 GKLP NTKL TAPK TEIF TRAP HT019
P32519	P32519	ELF1_HUMAN	ELF1
P49662	P49662	CASP4_HUMAN	CASP4 ICH2
O95072	O95072	REC8_HUMAN	REC8 REC8L1
P11171	P11171	EPB41_HUMAN	EPB41 E41P
Q8IVW8	Q8IVW8	SPNS2_HUMAN	SPNS2
Q86WV6	Q86WV6	STING_HUMAN	STING1 ERIS MITA STING TMEM173
Q96EP5	Q96EP5	DAZP1_HUMAN	DAZAP1
Q96RI1	Q96RI1	NR1H4_HUMAN	NR1H4 BAR FXR HRR1 RIP14
P62244	P62244	RS15A_HUMAN	RPS15A OK/SW-cl.82
Q92558	Q92558	WASF1_HUMAN	WASF1 KIAA0269 SCAR1 WAVE1
Q96Q42	Q96Q42	ALS2_HUMAN	ALS2 ALS2CR6 KIAA1563
O15455	O15455	TLR3_HUMAN	TLR3
Q7Z3V4	Q7Z3V4	UBE3B_HUMAN	UBE3B
Q86XR8	Q86XR8	CEP57_HUMAN	CEP57 KIAA0092 TSP57
Q7Z406	Q7Z406	MYH14_HUMAN	MYH14 KIAA2034 FP17425
Q9UHI6	Q9UHI6	DDX20_HUMAN	DDX20 DP103 GEMIN3
Q6PII3	Q6PII3	CC174_HUMAN	CCDC174 C3orf19
Q96BS2	Q96BS2	CHP3_HUMAN	TESC CHP3
Q719H9	Q719H9	KCTD1_HUMAN	KCTD1 C18orf5
Q96BZ8	Q96BZ8	LENG1_HUMAN	LENG1
Q3KP44	Q3KP44	ANR55_HUMAN	ANKRD55
Q9BX70	Q9BX70	BTBD2_HUMAN	BTBD2
Q9C026	Q9C026	TRIM9_HUMAN	TRIM9 KIAA0282 RNF91
P55198	P55198	AF17_HUMAN	MLLT6 AF17
P55017	P55017	S12A3_HUMAN	SLC12A3 NCC TSC
Q9NZU5	Q9NZU5	LMCD1_HUMAN	LMCD1
Q12980	Q12980	NPRL3_HUMAN	NPRL3 C16orf35 CGTHBA MARE
Q06481	Q06481	APLP2_HUMAN	APLP2 APPL2
O94898	O94898	LRIG2_HUMAN	LRIG2 KIAA0806 LIG2
Q9H115	Q9H115	SNAB_HUMAN	NAPB SNAPB
Q9NX36	Q9NX36	DJC28_HUMAN	DNAJC28 C21orf55 C21orf78
Q12830	Q12830	BPTF_HUMAN	BPTF FAC1 FALZ
Q641Q2	Q641Q2	WAC2A_HUMAN	WASHC2A FAM21A FAM21B
P20671	P20671	H2A1D_HUMAN	H2AC7 H2AFG HIST1H2AD
Q8NCE0	Q8NCE0	SEN2_HUMAN	TSEN2 SEN2
Q9H6T3	Q9H6T3	RPAP3_HUMAN	RPAP3
O95630	O95630	STABP_HUMAN	STAMBP AMSH
Q07343	Q07343	PDE4B_HUMAN	PDE4B DPDE4
Q92794	Q92794	KAT6A_HUMAN	KAT6A MOZ MYST3 RUNXBP2 ZNF220
P48047	P48047	ATPO_HUMAN	ATP5PO ATP5O ATPO
Q9UKA4	Q9UKA4	AKA11_HUMAN	AKAP11 AKAP220 KIAA0629
Q9UBP4	Q9UBP4	DKK3_HUMAN	DKK3 REIC UNQ258/PRO295
P00167	P00167	CYB5_HUMAN	CYB5A CYB5
P21926	P21926	CD9_HUMAN	CD9 MIC3 TSPAN29 GIG2
Q9Y2R5	Q9Y2R5	RT17_HUMAN	MRPS17 RPMS17 HSPC011
O75366	O75366	AVIL_HUMAN	AVIL
Q8IV61	Q8IV61	GRP3_HUMAN	RASGRP3 GRP3 KIAA0846
Q9H000	Q9H000	MKRN2_HUMAN	MKRN2 RNF62 HSPC070
Q6EEV4	Q6EEV4	GL1AD_HUMAN	POLR2M GRINL1A
O15146	O15146	MUSK_HUMAN	MUSK
Q8IXT5	Q8IXT5	RB12B_HUMAN	RBM12B
Q9H9H5	Q9H9H5	MA6D1_HUMAN	MAP6D1
Q8WTS1	Q8WTS1	ABHD5_HUMAN	ABHD5 NCIE2 CGI-58
Q5JR12	Q5JR12	PPM1J_HUMAN	PPM1J PPP2CZ
Q8IYK8	Q8IYK8	REM2_HUMAN	REM2
O95168	O95168	NDUB4_HUMAN	NDUFB4
O95562	O95562	SFT2B_HUMAN	SFT2D2 UNQ512/PRO1027
Q9NX05	Q9NX05	F120C_HUMAN	FAM120C CXorf17
O15116	O15116	LSM1_HUMAN	LSM1 CASM
Q9BTK6	Q9BTK6	PAGR1_HUMAN	PAGR1 C16orf53 PA1
Q9NRY7	Q9NRY7	PLS2_HUMAN	PLSCR2
Q06203	Q06203	PUR1_HUMAN	PPAT GPAT
P54760	P54760	EPHB4_HUMAN	EPHB4 HTK MYK1 TYRO11
P82987	P82987	ATL3_HUMAN	ADAMTSL3 KIAA1233
Q8NC96	Q8NC96	NECP1_HUMAN	NECAP1
Q8N490	Q8N490	PNKD_HUMAN	PNKD KIAA1184 MR1 TAHCCP2 FKSG19 UNQ2491/PRO5778
Q9P2B2	Q9P2B2	FPRP_HUMAN	PTGFRN CD9P1 EWIF FPRP KIAA1436
Q8TC56	Q8TC56	GAR3_HUMAN	GARIN3 FAM71B HSD-51 HSD51
Q8TD57	Q8TD57	DYH3_HUMAN	DNAH3 DNAHC3B
P35398	P35398	RORA_HUMAN	RORA NR1F1 RZRA
Q99439	Q99439	CNN2_HUMAN	CNN2
O95154	O95154	ARK73_HUMAN	AKR7A3 AFAR2
O75747	O75747	P3C2G_HUMAN	PIK3C2G
Q99523	Q99523	SORT_HUMAN	SORT1
Q8WUA4	Q8WUA4	TF3C2_HUMAN	GTF3C2 KIAA0011
P27144	P27144	KAD4_HUMAN	AK4 AK3 AK3L1
Q8N1G1	Q8N1G1	REXO1_HUMAN	REXO1 ELOABP1 KIAA1138 TCEB3BP1
P55957	P55957	BID_HUMAN	BID
Q96L73	Q96L73	NSD1_HUMAN	NSD1 ARA267 KMT3B
Q9NZC7	Q9NZC7	WWOX_HUMAN	WWOX FOR SDR41C1 WOX1
P15291	P15291	B4GT1_HUMAN	B4GALT1 GGTB2
Q66K64	Q66K64	DCA15_HUMAN	DCAF15 C19orf72
P24588	P24588	AKAP5_HUMAN	AKAP5 AKAP79
P42858	P42858	HD_HUMAN	HTT HD IT15
Q9Y261	Q9Y261	FOXA2_HUMAN	FOXA2 HNF3B TCF3B
Q14693	Q14693	LPIN1_HUMAN	LPIN1 KIAA0188
Q96AP7	Q96AP7	ESAM_HUMAN	ESAM UNQ220/PRO246
P56856	P56856	CLD18_HUMAN	CLDN18 UNQ778/PRO1572
Q9HC62	Q9HC62	SENP2_HUMAN	SENP2 KIAA1331
Q58FG0	Q58FG0	HS905_HUMAN	HSP90AA5P HSP90AE
Q9UFG5	Q9UFG5	CS025_HUMAN	C19orf25
P78543	P78543	BTG2_HUMAN	BTG2 PC3
Q9NRF9	Q9NRF9	DPOE3_HUMAN	POLE3 CHRAC17
Q5U5X0	Q5U5X0	LYRM7_HUMAN	LYRM7 C5orf31 MZM1L
Q8N3Z6	Q8N3Z6	ZCHC7_HUMAN	ZCCHC7 HSPC086
Q3T8J9	Q3T8J9	GON4L_HUMAN	GON4L GON4 KIAA1606
P82970	P82970	HMGN5_HUMAN	HMGN5 NSBP1
P35241	P35241	RADI_HUMAN	RDX
Q8WXD2	Q8WXD2	SCG3_HUMAN	SCG3 UNQ2502/PRO5990
Q5VW32	Q5VW32	BROX_HUMAN	BROX BROFTI C1orf58
Q14511	Q14511	CASL_HUMAN	NEDD9 CASL
Q01970	Q01970	PLCB3_HUMAN	PLCB3
Q9UJQ1	Q9UJQ1	LAMP5_HUMAN	LAMP5 C20orf103
Q9NR56	Q9NR56	MBNL1_HUMAN	MBNL1 EXP KIAA0428 MBNL
P43005	P43005	EAA3_HUMAN	SLC1A1 EAAC1 EAAT3 HEAAC1
Q7Z6R9	Q7Z6R9	AP2D_HUMAN	TFAP2D TFAP2BL1
